wave,gender,age,age_o,d_age,race,race_o,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o
20.0,female,26.0,24.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1.0,9.0,Biology,20.0,20.0,20.0,20.0,20.0,0.0,6.0,9.0,9.0,8.0,5.0,6.0,19.0,19.0,19.0,19.0,5.0,19.0,9.0,10.0,9.0,10.0,4.0,6.0,9.0,9.0,10.0,6.0,5.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,-0.1,4.0,2.0,7.0,6.0,0.0,1,0
20.0,female,26.0,36.0,10.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1.0,9.0,Biology,18.0,10.0,18.0,18.0,18.0,18.0,6.0,9.0,8.0,7.0,8.0,5.0,19.0,19.0,19.0,19.0,5.0,19.0,9.0,10.0,9.0,10.0,4.0,6.0,8.0,10.0,8.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,-0.06,4.0,2.0,7.0,6.0,0.0,1,1
20.0,female,25.0,26.0,1.0,Black/African American,Asian/Pacific Islander/Asian-American,7.0,9.0,Epidemiology,40.0,20.0,20.0,20.0,0.0,0.0,5.0,8.0,7.0,7.0,7.0,7.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,4.0,6.0,6.0,6.0,7.0,6.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,-0.46,6.0,1.0,5.0,4.0,0.0,0,1
20.0,female,25.0,25.0,0.0,Black/African American,European/Caucasian-American,7.0,9.0,Epidemiology,30.0,30.0,40.0,0.0,0.0,0.0,7.0,8.0,7.0,6.0,6.0,5.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,2.0,5.0,7.0,7.0,6.0,7.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,0.48,6.0,1.0,4.0,4.0,0.0,0,1
20.0,female,25.0,23.0,2.0,Black/African American,European/Caucasian-American,7.0,9.0,Epidemiology,30.0,0.0,30.0,15.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,0.47,6.0,1.0,4.0,4.0,0.0,0,1
20.0,female,25.0,27.0,2.0,Black/African American,Asian/Pacific Islander/Asian-American,7.0,9.0,Epidemiology,20.0,14.0,18.0,16.0,16.0,16.0,5.0,9.0,9.0,8.0,8.0,6.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,6.0,5.0,8.0,5.0,8.0,5.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,0.18,6.0,1.0,5.0,4.0,0.0,0,0
20.0,female,25.0,24.0,1.0,Black/African American,Asian/Pacific Islander/Asian-American,7.0,9.0,Epidemiology,15.0,15.0,20.0,15.0,15.0,20.0,6.0,8.0,7.0,6.0,8.0,5.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,5.0,5.0,8.0,5.0,9.0,5.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,0.26,6.0,1.0,6.0,5.0,0.0,0,1
20.0,female,25.0,24.0,1.0,Black/African American,Asian/Pacific Islander/Asian-American,7.0,9.0,Epidemiology,20.0,20.0,20.0,20.0,20.0,0.0,7.0,9.0,9.0,7.0,9.0,7.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,7.0,6.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,0.05,6.0,1.0,6.0,7.0,0.0,1,1
20.0,female,25.0,36.0,11.0,Black/African American,Asian/Pacific Islander/Asian-American,7.0,9.0,Epidemiology,18.0,10.0,18.0,18.0,18.0,18.0,5.0,9.0,9.0,7.0,8.0,5.0,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,7.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,0.11,6.0,1.0,4.0,5.0,0.0,0,1
20.0,female,26.0,26.0,0.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7.0,4.0,epidemiology,40.0,20.0,20.0,20.0,0.0,0.0,9.0,8.0,9.0,8.0,7.0,7.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,-0.4,7.0,1.0,6.0,6.0,0.0,0,1
20.0,female,26.0,25.0,1.0,European/Caucasian-American,European/Caucasian-American,7.0,4.0,epidemiology,30.0,30.0,40.0,0.0,0.0,0.0,6.0,8.0,5.0,6.0,5.0,7.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,5.0,8.0,8.0,7.0,7.0,6.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,0.72,7.0,1.0,6.0,5.0,0.0,0,1
20.0,female,26.0,23.0,3.0,European/Caucasian-American,European/Caucasian-American,7.0,4.0,epidemiology,30.0,0.0,30.0,15.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,0.61,7.0,1.0,9.0,8.0,0.0,1,1
20.0,female,26.0,27.0,1.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7.0,4.0,epidemiology,20.0,14.0,18.0,16.0,16.0,16.0,6.0,8.0,8.0,8.0,8.0,7.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,6.0,7.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,0.63,7.0,1.0,6.0,7.0,0.0,0,0
20.0,female,26.0,24.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7.0,4.0,epidemiology,15.0,15.0,20.0,15.0,15.0,20.0,6.0,6.0,6.0,6.0,5.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,7.0,5.0,7.0,4.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,0.47,7.0,1.0,5.0,4.0,0.0,0,0
20.0,female,26.0,24.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7.0,4.0,epidemiology,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,8.0,9.0,9.0,8.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,6.0,8.0,7.0,8.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,0.31,7.0,1.0,8.0,7.0,0.0,1,0
20.0,female,26.0,36.0,10.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7.0,4.0,epidemiology,18.0,10.0,18.0,18.0,18.0,18.0,7.0,9.0,8.0,8.0,8.0,6.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,-0.13,7.0,1.0,7.0,6.0,0.0,0,1
20.0,male,26.0,23.0,3.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1.0,1.0,Electrical Engineering,20.0,30.0,20.0,20.0,10.0,0.0,4.0,7.0,7.0,5.0,7.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,-0.16,3.0,6.0,7.0,7.0,1.0,1,0
20.0,male,26.0,24.0,2.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Electrical Engineering,10.0,20.0,20.0,20.0,20.0,10.0,6.0,9.0,8.0,8.0,10.0,6.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,-0.36,3.0,6.0,9.0,10.0,1.0,1,0
20.0,male,26.0,25.0,1.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Electrical Engineering,18.0,18.0,18.0,18.0,18.0,10.0,2.0,9.0,3.0,10.0,8.0,4.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,0.29,3.0,6.0,9.0,10.0,0.0,1,0
20.0,male,26.0,26.0,0.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Electrical Engineering,19.0,19.0,19.0,19.0,5.0,19.0,1.0,10.0,9.0,10.0,6.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,7.0,7.0,9.0,7.0,8.0,3.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,-0.46,3.0,6.0,7.0,8.0,0.0,1,0
20.0,male,26.0,25.0,1.0,Asian/Pacific Islander/Asian-American,Black/African American,1.0,1.0,Electrical Engineering,10.0,15.0,35.0,15.0,10.0,15.0,4.0,6.0,6.0,6.0,7.0,6.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,-0.46,3.0,6.0,6.0,10.0,0.0,1,0
20.0,male,26.0,26.0,0.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Electrical Engineering,30.0,10.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,7.0,6.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,-0.4,3.0,6.0,8.0,8.0,0.0,1,0
20.0,male,25.0,23.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1.0,5.0,Biology,20.0,30.0,20.0,20.0,10.0,0.0,2.0,4.0,8.0,5.0,8.0,5.0,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,8.0,8.0,10.0,6.0,5.0,7.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,0.24,5.0,1.5,9.0,6.0,0.0,1,0
20.0,male,25.0,24.0,1.0,European/Caucasian-American,European/Caucasian-American,1.0,5.0,Biology,10.0,20.0,20.0,20.0,20.0,10.0,3.0,6.0,4.0,4.0,4.0,4.0,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,0.67,5.0,1.5,5.0,4.0,1.0,0,0
20.0,male,25.0,25.0,0.0,European/Caucasian-American,European/Caucasian-American,1.0,5.0,Biology,18.0,18.0,18.0,18.0,18.0,10.0,1.0,1.0,10.0,1.0,9.0,1.0,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,7.0,8.0,8.0,7.0,6.0,5.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,0.14,5.0,1.5,8.0,6.0,1.0,0,0
20.0,male,25.0,26.0,1.0,European/Caucasian-American,European/Caucasian-American,1.0,5.0,Biology,19.0,19.0,19.0,19.0,5.0,19.0,1.0,10.0,10.0,7.0,10.0,1.0,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,7.0,8.0,8.0,7.0,6.0,5.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,0.65,5.0,1.5,8.0,6.0,1.0,0,0
20.0,male,25.0,25.0,0.0,European/Caucasian-American,Black/African American,1.0,5.0,Biology,10.0,15.0,35.0,15.0,10.0,15.0,2.0,5.0,7.0,7.0,6.0,7.0,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,7.0,8.0,7.0,6.0,6.0,5.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,0.48,5.0,1.5,8.0,5.0,0.0,1,0
20.0,male,25.0,26.0,1.0,European/Caucasian-American,European/Caucasian-American,1.0,5.0,Biology,30.0,10.0,20.0,10.0,10.0,20.0,5.0,8.0,8.0,7.0,7.0,6.0,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,6.0,8.0,5.0,6.0,5.0,7.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,0.72,5.0,1.5,7.0,6.0,0.0,1,0
20.0,male,23.0,23.0,0.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1.0,1.0,Computer Science,20.0,30.0,20.0,20.0,10.0,0.0,6.0,7.0,8.0,7.0,9.0,6.0,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,8.0,10.0,10.0,8.0,7.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,0.31,7.0,3.0,8.0,8.0,0.0,1,0
20.0,male,23.0,24.0,1.0,European/Caucasian-American,European/Caucasian-American,1.0,1.0,Computer Science,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,7.0,7.0,6.0,3.0,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,0.48,7.0,3.0,6.0,5.0,0.0,1,0
20.0,male,23.0,25.0,2.0,European/Caucasian-American,European/Caucasian-American,1.0,1.0,Computer Science,18.0,18.0,18.0,18.0,18.0,10.0,8.0,5.0,9.0,4.0,9.0,3.0,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,0.41,7.0,3.0,5.0,5.0,0.0,1,0
20.0,male,23.0,26.0,3.0,European/Caucasian-American,European/Caucasian-American,1.0,1.0,Computer Science,19.0,19.0,19.0,19.0,5.0,19.0,5.0,10.0,9.0,8.0,5.0,5.0,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,5.0,8.0,7.0,6.0,8.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,0.59,7.0,3.0,6.0,5.0,0.0,1,1
20.0,male,23.0,25.0,2.0,European/Caucasian-American,Black/African American,1.0,1.0,Computer Science,10.0,15.0,35.0,15.0,10.0,15.0,4.0,5.0,5.0,4.0,5.0,4.0,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,0.47,7.0,3.0,4.0,7.0,0.0,1,0
20.0,male,23.0,26.0,3.0,European/Caucasian-American,European/Caucasian-American,1.0,1.0,Computer Science,30.0,10.0,20.0,10.0,10.0,20.0,8.0,8.0,7.0,8.0,7.0,8.0,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,0.61,7.0,3.0,5.0,5.0,0.0,1,1
20.0,male,27.0,23.0,4.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1.0,1.0,MFA Creative Writing,20.0,30.0,20.0,20.0,10.0,0.0,7.0,7.0,8.0,8.0,7.0,6.0,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,8.0,9.0,8.0,7.0,7.0,6.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.48,6.0,2.0,8.0,6.0,0.0,1,1
20.0,male,27.0,24.0,3.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,MFA Creative Writing,10.0,20.0,20.0,20.0,20.0,10.0,6.0,8.0,7.0,6.0,6.0,2.0,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,7.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53,6.0,2.0,7.0,4.0,0.0,0,0
20.0,male,27.0,25.0,2.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,MFA Creative Writing,18.0,18.0,18.0,18.0,18.0,10.0,8.0,10.0,9.0,4.0,8.0,5.0,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,8.0,9.0,9.0,8.0,9.0,7.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.16,6.0,2.0,8.0,5.0,0.0,1,0
20.0,male,27.0,26.0,1.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,MFA Creative Writing,19.0,19.0,19.0,19.0,5.0,19.0,5.0,5.0,4.0,2.0,8.0,1.0,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,5.0,8.0,9.0,6.0,8.0,6.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07,6.0,2.0,7.0,3.0,0.0,0,0
20.0,male,27.0,25.0,2.0,Asian/Pacific Islander/Asian-American,Black/African American,1.0,1.0,MFA Creative Writing,10.0,15.0,35.0,15.0,10.0,15.0,6.0,5.0,8.0,5.0,8.0,5.0,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,5.0,9.0,9.0,8.0,8.0,6.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,6.0,2.0,7.0,6.0,0.0,0,0
20.0,male,27.0,26.0,1.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,MFA Creative Writing,30.0,10.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,6.0,7.0,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,6.0,8.0,8.0,8.0,8.0,7.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,6.0,2.0,7.0,6.0,0.0,0,0
20.0,male,24.0,23.0,1.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,5.0,5.0,Stats,20.0,30.0,20.0,20.0,10.0,0.0,5.0,7.0,8.0,6.0,8.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,7.0,7.0,5.0,7.0,4.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,0.74,4.0,2.0,5.0,6.0,0.0,1,0
20.0,male,24.0,24.0,0.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,5.0,5.0,Stats,10.0,20.0,20.0,20.0,20.0,10.0,4.0,6.0,6.0,2.0,5.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,0.14,4.0,2.0,5.0,3.0,0.0,0,0
20.0,male,24.0,25.0,1.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,5.0,5.0,Stats,18.0,18.0,18.0,18.0,18.0,10.0,5.0,8.0,10.0,3.0,8.0,3.0,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,6.0,7.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,-0.04,4.0,2.0,2.0,5.0,0.0,0,0
20.0,male,24.0,26.0,2.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,5.0,5.0,Stats,19.0,19.0,19.0,19.0,5.0,19.0,1.0,9.0,8.0,1.0,10.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,4.0,5.0,6.0,4.0,5.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,0.24,4.0,2.0,3.0,4.0,0.0,0,0
20.0,male,24.0,25.0,1.0,Asian/Pacific Islander/Asian-American,Black/African American,5.0,5.0,Stats,10.0,15.0,35.0,15.0,10.0,15.0,5.0,5.0,8.0,5.0,9.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,8.0,7.0,6.0,8.0,5.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,0.26,4.0,2.0,5.0,6.0,0.0,1,0
20.0,male,24.0,26.0,2.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,5.0,5.0,Stats,30.0,10.0,20.0,10.0,10.0,20.0,8.0,7.0,7.0,5.0,7.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,0.47,4.0,2.0,3.0,3.0,0.0,0,0
20.0,male,24.0,23.0,1.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1.0,1.0,Statistics,20.0,30.0,20.0,20.0,10.0,0.0,6.0,8.0,8.0,8.0,7.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,7.0,8.0,7.0,5.0,9.0,9.0,7.0,8.0,6.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,0.58,5.0,0.0,7.0,5.0,0.0,0,1
20.0,male,24.0,24.0,0.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Statistics,10.0,20.0,20.0,20.0,20.0,10.0,6.0,7.0,7.0,5.0,6.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,7.0,8.0,7.0,4.0,7.0,9.0,5.0,8.0,5.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,-0.06,5.0,0.0,6.0,5.0,0.0,0,0
20.0,male,24.0,25.0,1.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Statistics,18.0,18.0,18.0,18.0,18.0,10.0,3.0,10.0,9.0,7.0,8.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,9.0,6.0,8.0,5.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,-0.35,5.0,0.0,7.0,5.0,0.0,1,0
20.0,male,24.0,26.0,2.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Statistics,19.0,19.0,19.0,19.0,5.0,19.0,6.0,9.0,9.0,10.0,6.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,7.0,8.0,7.0,6.0,9.0,9.0,8.0,5.0,6.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,-0.1,5.0,0.0,8.0,5.0,0.0,0,1
