"nExp","cDis","nDis","cBar","nBar","cCar","nCar","dSet","nMes","mes","dia","hora","torn","causa","morts","lesLl","lesGr","vict","vehi","UTMX","UTMY","long","lat","nPos","dTVehImp","sexe","edat","dTPers","dLlAtrVia","dMotDesVia","dMotDespCon","dVict","accbici"
"2022S006377    ",1,"Ciutat Vella",2,"el Barri Gòtic",74801,"Catedral                                          ","Dissabte",10,"Octubre",22,17,"Tarda","No és causa del  vianant",0,1,0,1,1,431175.43,4582015.37,2.17572044896654,41.3848776466843,"0007 0007","Bicicleta","Home",2,"Vianant","En zona peatonal                                                                                                                                      ","Oci i entreteniment","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006407    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París / Casanova                                  ","Dissabte",10,"Octubre",22,21,"Tarda","No és causa del  vianant",0,1,0,1,2,429078.41,4582782.78,2.15055236596372,41.3916071392211,"0149 0149","Bicicleta","Home",26,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006423    ",7,"Horta-Guinardó",35,"el Guinardó",194406,"Teodor Llorente                                   ","Dilluns",10,"Octubre",24,17,"Tarda","No és causa del  vianant",0,1,0,1,1,431587.58,4585836.17,2.18021716498632,41.4193256093832,"0115 0119","Bicicleta","Dona",44,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006431    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",79306,"Circumval·lació                                   ","Dimarts",10,"Octubre",25,9,"Matí","No és causa del  vianant",0,1,0,1,2,432572.96,4582215.05,2.19241132469373,41.3867945696715,"0030 0030","Bicicleta","Home",11,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S006438    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Provença                                          ","Dimarts",10,"Octubre",25,14,"Tarda","Creuar per fora pas de vianants",0,2,0,2,1,428643.04,4581777.1,2.14546383476471,41.3825108024773,"0036 0036","Bicicleta","Home",41,"Vianant","Altres                                                                                                                                                ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006438    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Provença                                          ","Dimarts",10,"Octubre",25,14,"Tarda","Creuar per fora pas de vianants",0,2,0,2,1,428643.04,4581777.1,2.14546383476471,41.3825108024773,"0036 0036","Bicicleta","Dona",19,"Conductor","Altres                                                                                                                                                ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S006450    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Riera de Cassoles                                 ","Dimarts",10,"Octubre",25,21,"Tarda","Desobeir el senyal del semàfor",0,1,0,1,1,429107.62,4583915.61,2.15076897701853,41.401812702459,"0011 0011","Bicicleta","Dona",30,"Vianant","En pas regulat per semàfor                                                                                                                            ","Es desconeix","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006482    ",3,"Sants-Montjuïc",16,"la Bordeta",89707,"Badal / Constitució                               ","Dijous",10,"Octubre",27,14,"Tarda","No és causa del  vianant",0,1,0,1,1,427578.77,4580280.39,2.13291578791501,41.3689353181549,"0150 0150","Bicicleta","Dona",89,"Vianant","A la vorera / Andana                                                                                                                                  ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006499    ",4,"Les Corts",19,"les Corts",172403,"Joan Güell / Remei                                ","Dijous",10,"Octubre",27,19,"Tarda","No és causa del  vianant",0,2,0,2,1,427356.2,4582135.96,2.13003216805331,41.385627651715,"0199 0201","Bicicleta","Dona",29,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006499    ",4,"Les Corts",19,"les Corts",172403,"Joan Güell / Remei                                ","Dijous",10,"Octubre",27,19,"Tarda","No és causa del  vianant",0,2,0,2,1,427356.2,4582135.96,2.13003216805331,41.385627651715,"0199 0201","Bicicleta","Dona",78,"Vianant","En pas regulat per semàfor                                                                                                                            ","Oci i entreteniment","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006505    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp / Pau Claris                                 ","Divendres",10,"Octubre",28,8,"Matí","No és causa del  vianant",0,1,0,1,2,430798.03,4582553.37,2.17114561205774,41.3896908442637,"0028 0028","Bicicleta","Dona",37,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006529    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",196900,"Augusta / Marià Cubí                              ","Divendres",10,"Octubre",28,15,"Tarda","No és causa del  vianant",0,1,0,1,2,429212,4583679.21,2.15204524070986,41.3996927398397,"0001 0001","Bicicleta","Dona",21,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S006566    ",2,"Eixample",5,"el Fort Pienc",325005,"Sicília / Diagonal                                ","Diumenge",10,"Octubre",30,12,"Matí","Desobeir el senyal del semàfor",0,2,0,2,1,431167.04,4583702.85,2.17542815357121,41.4000755508619,"0191 0191","Bicicleta","Dona",21,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","En missió","Ferit lleu: Rebutja assistència sanitària",1
"2022S006566    ",2,"Eixample",5,"el Fort Pienc",325005,"Sicília / Diagonal                                ","Diumenge",10,"Octubre",30,12,"Matí","Desobeir el senyal del semàfor",0,2,0,2,1,431167.04,4583702.85,2.17542815357121,41.4000755508619,"0191 0191","Bicicleta","Dona",39,"Vianant","En pas regulat per semàfor                                                                                                                            ","Oci i entreteniment","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006571    ",3,"Sants-Montjuïc",18,"Sants",231502,"Numància                                          ","Diumenge",10,"Octubre",30,17,"Tarda","No és causa del  vianant",0,1,0,1,2,428182.07,4581754.38,2.13995403530579,41.3822651196496,"0026 0030","Bicicleta","Dona",50,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006580    ",6,"Gràcia",30,"la Salut",56504,"Camèlies                                          ","Diumenge",10,"Octubre",30,20,"Tarda","No és causa del  vianant",0,1,0,1,2,429956.15,4585048.46,2.16078791242104,41.4120903130786,"0043 0043","Bicicleta","Dona",23,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006584    ",9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu                               ","Dilluns",10,"Octubre",31,8,"Matí","No és causa del  vianant",0,2,0,2,2,432361.4,4587412.52,2.18929968511366,41.4335888548053,"0201 0201","Bicicleta","Home",21,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Rebutja assistència sanitària",1
"2022S006596    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes                                   ","Dilluns",10,"Octubre",31,19,"Tarda","No és causa del  vianant",0,1,0,1,2,428173.37,4580228.73,2.14003093222486,41.3685233584266,"0185 0185","Bicicleta","Dona",39,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006603    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla                                           ","Dimarts",11,"Novembre",1,12,"Matí","No és causa del  vianant",0,1,0,1,1,431045.65,4584592.11,2.17387471687524,41.4080744172041,"0305 0305","Bicicleta","Dona",53,"Vianant","En zona peatonal                                                                                                                                      ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006607    ",2,"Eixample",6,"la Sagrada Família",73900,"Provença / Castillejos                            ","Dimarts",11,"Novembre",1,22,"Nit","No és causa del  vianant",0,1,0,1,2,431369.9,4584462.66,2.17776849774699,41.4069362773349,"0269C0269C","Bicicleta","Home",19,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Rebutja assistència sanitària",1
"2022S006624    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya / Provença                              ","Dimecres",11,"Novembre",2,17,"Tarda","Desobeir el senyal del semàfor",0,1,0,1,1,429868.7,4582996.42,2.15997961827233,41.3936006826635,"0103 0103","Bicicleta","Dona",30,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S006639    ",7,"Horta-Guinardó",35,"el Guinardó",332805,"Guinardó / Telègraf                               ","Dijous",11,"Novembre",3,7,"Matí","No és causa del  vianant",0,1,0,1,2,431107.92,4585559.27,2.17450944407602,41.416790646931,"0030 0030","Bicicleta","Home",58,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S006655    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",700133,"Longitudinal 3 / Transversal 5                    ","Dijous",11,"Novembre",3,16,"Tarda","No és causa del  vianant",0,1,0,1,2,426351.03,4576246.16,2.11872698342929,41.3324890085749,"0022 0022","Bicicleta","Home",45,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S006664    ",10,"Sant Martí",68,"el Poblenou",148704,"Ciutat de Granada / Doctor Trueta                 ","Divendres",11,"Novembre",4,9,"Matí","No és causa del  vianant",0,1,0,1,2,433265.28,4583279.14,2.20057371890845,41.3964363541722,"0009 0009","Bicicleta","Home",60,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006666    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",146902,"Corts Catalanes                                   ","Divendres",11,"Novembre",4,9,"Matí","No és causa del  vianant",0,1,0,1,2,432019.5,4583916.09,2.18560115287711,41.4020687325357,"0036 0036","Bicicleta","Dona",59,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S006674    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701489,"Transversal 9                                     ","Divendres",11,"Novembre",4,8,"Matí","No és causa del  vianant",0,1,0,1,2,426285.84,4575927.09,2.11798675940702,41.3296092890125,"0030 0030","Bicicleta","Home",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S006678    ",2,"Eixample",6,"la Sagrada Família",105304,"Consell de Cent / Dos de Maig                     ","Divendres",11,"Novembre",4,12,"Matí","No és causa del  vianant",0,1,0,1,2,431931.31,4584263.02,2.18450715862948,41.405185958791,"0199 0201","Bicicleta","Home",43,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006683    ",1,"Ciutat Vella",2,"el Barri Gòtic",130403,"Fontanella                                        ","Divendres",11,"Novembre",4,16,"Tarda","No és causa del  vianant",0,1,0,1,2,430869.38,4582342.15,2.17202307579822,41.3877945909631,"0006 0006","Bicicleta","Dona",30,"Conductor","Altres                                                                                                                                                ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006689    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell / Roma                             ","Divendres",11,"Novembre",4,12,"Matí","No és causa del  vianant",0,1,0,1,1,429393.43,4582076.68,2.15440243226476,41.3852752805593,"0121 0123","Bicicleta","Dona",32,"Vianant","En pas regulat per semàfor                                                                                                                            ","Es desconeix","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006692    ",2,"Eixample",6,"la Sagrada Família",350308,"València                                          ","Divendres",11,"Novembre",4,16,"Tarda","No és causa del  vianant",0,1,0,1,2,431133.4,4583875,2.17500615819774,41.4016231683019,"0405 0405","Bicicleta","Dona",47,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006706    ",6,"Gràcia",31,"la Vila de Gràcia",148307,"Gràcia                                            ","Dissabte",11,"Novembre",5,3,"Nit","No és causa del  vianant",0,1,0,1,1,429716.98,4583402.09,2.15811783802497,41.3972411553561,"0109 0111","Bicicleta","Dona",18,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006742    ",2,"Eixample",7,"la Dreta de l'Eixample",335100,"Tetuan                                            ","Diumenge",11,"Novembre",6,6,"Matí","No és causa del  vianant",0,2,0,2,2,431215.19,4583209.58,2.17606020180559,41.3956369448612,"0032 0032","Bicicleta","Home",22,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006760    ",2,"Eixample",5,"el Fort Pienc",305100,"Vilanova                                          ","Dilluns",11,"Novembre",7,11,"Matí","Creuar per fora pas de vianants",0,2,0,2,1,431582.09,4582775.84,2.18049773430874,41.3917617030729,"0002 0002","Bicicleta","Home",51,"Vianant","Fora del pas                                                                                                                                          ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006760    ",2,"Eixample",5,"el Fort Pienc",305100,"Vilanova                                          ","Dilluns",11,"Novembre",7,11,"Matí","Creuar per fora pas de vianants",0,2,0,2,1,431582.09,4582775.84,2.18049773430874,41.3917617030729,"0002 0002","Bicicleta","Home",39,"Conductor","Fora del pas                                                                                                                                          ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006768    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa                                         ","Dilluns",11,"Novembre",7,14,"Tarda","No és causa del  vianant",0,2,0,2,1,432764.09,4585237.96,2.19436109191187,41.4140371106653,"0027 0027","Bicicleta","Dona",12,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006768    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa                                         ","Dilluns",11,"Novembre",7,14,"Tarda","No és causa del  vianant",0,2,0,2,1,432764.09,4585237.96,2.19436109191187,41.4140371106653,"0027 0027","Bicicleta","Home",9,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006781    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes                                   ","Dilluns",11,"Novembre",7,20,"Tarda","No és causa del  vianant",0,0,1,1,2,431112.06,4583023.89,2.17484780884279,41.3939556563002,"0704 0706","Bicicleta","Dona",29,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit greu: hospitalització superior a 24h",1
"2022S006784    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell / Buenos Aires                     ","Dilluns",11,"Novembre",7,23,"Nit","No és causa del  vianant",0,2,0,2,2,428696.68,4582788.67,2.14598612315138,41.3916264075288,"0282 0284","Bicicleta","Home",22,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006789    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Provença / Rocafort                               ","Dimarts",11,"Novembre",8,8,"Matí","No és causa del  vianant",0,1,0,1,2,428786.88,4581932.74,2.14716563509209,41.3839253528031,"0043 0043","Bicicleta","Home",49,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S006816    ",10,"Sant Martí",68,"el Poblenou",332000,"Taulat                                            ","Dimecres",11,"Novembre",9,0,"Nit","No és causa del  vianant",0,1,0,1,2,433651.8,4583554.66,2.20516674540402,41.3989499089997,"0046 0046","Bicicleta","Dona",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006858    ",4,"Les Corts",19,"les Corts",144601,"Entença / Diagonal                                ","Dijous",11,"Novembre",10,9,"Matí","No és causa del  vianant",0,1,0,1,2,427954.95,4582701.1,2.13712536002985,41.3907715420645,"0632 0632","Bicicleta","Dona",20,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006874    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Provença / Gràcia                                 ","Dijous",11,"Novembre",10,13,"Matí","Altres",0,1,0,1,1,430005.45,4583130.22,2.16159974649297,41.3948176981636,"0090 0090","Bicicleta","Dona",60,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S006881    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València                                          ","Dijous",11,"Novembre",10,16,"Tarda","No és causa del  vianant",0,1,0,1,2,430647.07,4583400.23,2.16924308349498,41.3973052293727,"0335 0335","Bicicleta","Dona",23,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S006925    ",4,"Les Corts",21,"Pedralbes",144601,"Diagonal / Doctor Ferran                          ","Dissabte",11,"Novembre",12,11,"Matí","No és causa del  vianant",0,1,0,1,2,426968.02,4582381.68,2.12536028003727,41.3878055740979,"0672B0672B","Bicicleta","Dona",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006930    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","Dissabte",11,"Novembre",12,17,"Tarda","No és causa del  vianant",0,1,0,1,2,430625.14,4582407.55,2.16909458553071,41.3883625822838,"0003 0003","Bicicleta","Dona",23,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006940    ",2,"Eixample",7,"la Dreta de l'Eixample",335100,"Tetuan / Corts Catalanes                          ","Diumenge",11,"Novembre",13,13,"Matí","No és causa del  vianant",0,2,0,2,2,431076.53,4583033.4,2.17442176306772,41.3940382629931,"0015 0015","Bicicleta","Home",10,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006951    ",3,"Sants-Montjuïc",15,"Hostafrancs",178807,"Àliga / Leiva                                     ","Dilluns",11,"Novembre",14,11,"Matí","No és causa del  vianant",0,1,0,1,1,428456.48,4580809.02,2.14334723535092,41.3737750661713,"0028 0030","Bicicleta","Home",58,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S006955    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya / Aragó                                 ","Dilluns",11,"Novembre",14,9,"Matí","No és causa del  vianant",0,1,0,1,2,430155.92,4582713.39,2.16344759987997,41.3910765420245,"0061 0061","Bicicleta","Home",31,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S006971    ",3,"Sants-Montjuïc",18,"Sants",187207,"Joan Güell / Madrid                               ","Dimarts",11,"Novembre",15,8,"Matí","No és causa del  vianant",0,2,0,2,2,427548.82,4581601.95,2.13239961863492,41.3808354165216,"0182 0182","Bicicleta","Home",43,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S006973    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,"Diagonal / Ganduxer                               ","Dimarts",11,"Novembre",15,8,"Matí","No és causa del  vianant",0,1,0,1,2,428145.43,4582763.57,2.1393960781288,41.3913512395186,"0001 0001","Bicicleta","Home",30,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Rebutja assistència sanitària",1
"2022S006998    ",10,"Sant Martí",71,"Provençals del Poblenou",143609,"Josep Pla                                         ","Dimecres",11,"Novembre",16,9,"Matí","No és causa del  vianant",0,1,0,1,2,433798.22,4585392.31,2.20671696539426,41.4155132325558,"0163 0163","Bicicleta","Home",12,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S007006    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Bruc / Provença                                   ","Dimecres",11,"Novembre",16,11,"Matí","No és causa del  vianant",0,1,0,1,2,430311.96,4583430.54,2.16523125567754,41.3975492237606,"0150 0150","Bicicleta","Dona",36,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S007013    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal / Gràcia                                 ","Dimecres",11,"Novembre",16,16,"Tarda","Altres",0,1,0,1,1,429831.32,4583321.36,2.15949484763067,41.3965240424756,"0387 0387","Bicicleta","Dona",61,"Conductor","Altres                                                                                                                                                ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S007026    ",4,"Les Corts",21,"Pedralbes",244300,"Diagonal                                          ","Dijous",11,"Novembre",17,10,"Matí","No és causa del  vianant",0,1,0,1,1,426781.88,4582400.58,2.12313187457108,41.3879588627597,"0002X0002X","Bicicleta","Home",71,"Conductor","A la vorera / Andana                                                                                                                                  ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S007029    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Sant Joan / Provença                              ","Dimecres",11,"Novembre",16,21,"Tarda","No és causa del  vianant",0,1,0,1,1,430599.12,4583712.76,2.16863368476832,41.4001159441001,"0370 0370","Bicicleta","Dona",21,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007034    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca / Comte d'Urgell                    ","Dijous",11,"Novembre",17,9,"Matí","No és causa del  vianant",0,1,0,1,2,429935.26,4581522.19,2.16094636485563,41.3803285816496,"0122 0122","Bicicleta","Dona",39,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S007057    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",202050,"Mas Guimbau / Verns                               ","Dijous",11,"Novembre",17,15,"Tarda","No és causa del  vianant",0,1,0,1,2,424025.75,4586637.92,2.08963804196785,41.425866540307,"0029 0029","Bicicleta","Home",20,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S007060    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal                                          ","Dijous",11,"Novembre",17,17,"Tarda","No és causa del  vianant",0,1,0,1,2,430097.06,4583381.39,2.16266645353732,41.3970878770297,"0367 0367","Bicicleta","Home",54,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S007067    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Diagonal                                          ","Divendres",11,"Novembre",18,14,"Tarda","No és causa del  vianant",0,2,0,2,1,430690.6,4583570.57,2.16974424082725,41.3988431830556,"0099 0099","Bicicleta","Dona",19,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Rebutja assistència sanitària",1
"2022S007067    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Diagonal                                          ","Divendres",11,"Novembre",18,14,"Tarda","No és causa del  vianant",0,2,0,2,1,430690.6,4583570.57,2.16974424082725,41.3988431830556,"0099 0099","Bicicleta","Dona",49,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Altres",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",22,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Altres",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",22,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Altres",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",12,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Altres",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",12,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",22,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",22,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",12,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007071    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria / Diputació                              ","Divendres",11,"Novembre",18,14,"Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,429347.93,4581549.1,2.1539198668564,41.3805195468808,"0115 0117","Bicicleta","Dona",12,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
